Week,Region,State,Abbreviation,Disease,Total,Month
196631,Midwest,INDIANA,IN,MEASLES,17,July
196632,Midwest,INDIANA,IN,MEASLES,6,August
196633,Midwest,INDIANA,IN,MEASLES,25,August
196634,Midwest,INDIANA,IN,MEASLES,19,August
196635,Midwest,INDIANA,IN,MEASLES,9,August
196636,Midwest,INDIANA,IN,MEASLES,2,September
196637,Midwest,INDIANA,IN,MEASLES,22,September
196638,Midwest,INDIANA,IN,MEASLES,0,September
196639,Midwest,INDIANA,IN,MEASLES,4,September
196640,Midwest,INDIANA,IN,MEASLES,14,October
196641,Midwest,INDIANA,IN,MEASLES,18,October
196642,Midwest,INDIANA,IN,MEASLES,9,October
196643,Midwest,INDIANA,IN,MEASLES,6,October
196644,Midwest,INDIANA,IN,MEASLES,8,October
196645,Midwest,INDIANA,IN,MEASLES,2,November
196646,Midwest,INDIANA,IN,MEASLES,15,November
196647,Midwest,INDIANA,IN,MEASLES,8,November
196648,Midwest,INDIANA,IN,MEASLES,5,November
196650,Midwest,INDIANA,IN,MEASLES,13,December
196651,Midwest,INDIANA,IN,MEASLES,15,December
196652,Midwest,INDIANA,IN,MEASLES,2,December
196601,Midwest,INDIANA,IN,RUBELLA,21,January
196602,Midwest,INDIANA,IN,RUBELLA,57,January
196603,Midwest,INDIANA,IN,RUBELLA,31,January
196604,Midwest,INDIANA,IN,RUBELLA,15,January
196605,Midwest,INDIANA,IN,RUBELLA,47,January
196606,Midwest,INDIANA,IN,RUBELLA,31,February
196607,Midwest,INDIANA,IN,RUBELLA,124,February
196608,Midwest,INDIANA,IN,RUBELLA,54,February
196609,Midwest,INDIANA,IN,RUBELLA,71,February
196610,Midwest,INDIANA,IN,RUBELLA,87,March
196611,Midwest,INDIANA,IN,RUBELLA,89,March
196612,Midwest,INDIANA,IN,RUBELLA,89,March
196613,Midwest,INDIANA,IN,RUBELLA,74,March
196614,Midwest,INDIANA,IN,RUBELLA,82,April
196615,Midwest,INDIANA,IN,RUBELLA,155,April
196616,Midwest,INDIANA,IN,RUBELLA,166,April
196617,Midwest,INDIANA,IN,RUBELLA,152,April
196618,Midwest,INDIANA,IN,RUBELLA,89,May
196619,Midwest,INDIANA,IN,RUBELLA,61,May
196620,Midwest,INDIANA,IN,RUBELLA,117,May
196621,Midwest,INDIANA,IN,RUBELLA,170,May
196622,Midwest,INDIANA,IN,RUBELLA,83,May
196623,Midwest,INDIANA,IN,RUBELLA,78,June
196624,Midwest,INDIANA,IN,RUBELLA,53,June
196625,Midwest,INDIANA,IN,RUBELLA,18,June
196626,Midwest,INDIANA,IN,RUBELLA,39,June
196627,Midwest,INDIANA,IN,RUBELLA,22,July
196628,Midwest,INDIANA,IN,RUBELLA,52,July
196629,Midwest,INDIANA,IN,RUBELLA,19,July
196630,Midwest,INDIANA,IN,RUBELLA,9,July
196631,Midwest,INDIANA,IN,RUBELLA,5,July
196632,Midwest,INDIANA,IN,RUBELLA,12,August
196633,Midwest,INDIANA,IN,RUBELLA,6,August
196634,Midwest,INDIANA,IN,RUBELLA,4,August
196635,Midwest,INDIANA,IN,RUBELLA,14,August
196636,Midwest,INDIANA,IN,RUBELLA,4,September
196637,Midwest,INDIANA,IN,RUBELLA,9,September
196638,Midwest,INDIANA,IN,RUBELLA,4,September
196639,Midwest,INDIANA,IN,RUBELLA,6,September
196640,Midwest,INDIANA,IN,RUBELLA,11,October
196641,Midwest,INDIANA,IN,RUBELLA,1,October
196642,Midwest,INDIANA,IN,RUBELLA,8,October
196643,Midwest,INDIANA,IN,RUBELLA,4,October
196644,Midwest,INDIANA,IN,RUBELLA,9,October
196645,Midwest,INDIANA,IN,RUBELLA,30,November
196646,Midwest,INDIANA,IN,RUBELLA,17,November
196647,Midwest,INDIANA,IN,RUBELLA,5,November
196648,Midwest,INDIANA,IN,RUBELLA,13,November
196650,Midwest,INDIANA,IN,RUBELLA,7,December
196651,Midwest,INDIANA,IN,RUBELLA,5,December
196652,Midwest,INDIANA,IN,RUBELLA,2,December
196601,Midwest,IOWA,IA,HEPATITIS A,12,January
196602,Midwest,IOWA,IA,HEPATITIS A,5,January
196603,Midwest,IOWA,IA,HEPATITIS A,4,January
196604,Midwest,IOWA,IA,HEPATITIS A,2,January
196605,Midwest,IOWA,IA,HEPATITIS A,21,January
196606,Midwest,IOWA,IA,HEPATITIS A,4,February
196607,Midwest,IOWA,IA,HEPATITIS A,4,February
196608,Midwest,IOWA,IA,HEPATITIS A,6,February
196609,Midwest,IOWA,IA,HEPATITIS A,15,February
196610,Midwest,IOWA,IA,HEPATITIS A,10,March
196611,Midwest,IOWA,IA,HEPATITIS A,16,March
196612,Midwest,IOWA,IA,HEPATITIS A,20,March
196613,Midwest,IOWA,IA,HEPATITIS A,6,March
196614,Midwest,IOWA,IA,HEPATITIS A,19,April
196615,Midwest,IOWA,IA,HEPATITIS A,5,April
196616,Midwest,IOWA,IA,HEPATITIS A,5,April
196617,Midwest,IOWA,IA,HEPATITIS A,9,April
196618,Midwest,IOWA,IA,HEPATITIS A,16,May
196619,Midwest,IOWA,IA,HEPATITIS A,13,May
196620,Midwest,IOWA,IA,HEPATITIS A,13,May
196621,Midwest,IOWA,IA,HEPATITIS A,17,May
196622,Midwest,IOWA,IA,HEPATITIS A,17,May
196623,Midwest,IOWA,IA,HEPATITIS A,10,June
196624,Midwest,IOWA,IA,HEPATITIS A,13,June
196625,Midwest,IOWA,IA,HEPATITIS A,9,June
196626,Midwest,IOWA,IA,HEPATITIS A,8,June
196627,Midwest,IOWA,IA,HEPATITIS A,7,July
196628,Midwest,IOWA,IA,HEPATITIS A,11,July
196629,Midwest,IOWA,IA,HEPATITIS A,7,July
196630,Midwest,IOWA,IA,HEPATITIS A,6,July
196631,Midwest,IOWA,IA,HEPATITIS A,12,July
196632,Midwest,IOWA,IA,HEPATITIS A,16,August
196633,Midwest,IOWA,IA,HEPATITIS A,11,August
196634,Midwest,IOWA,IA,HEPATITIS A,8,August
196635,Midwest,IOWA,IA,HEPATITIS A,3,August
196636,Midwest,IOWA,IA,HEPATITIS A,19,September
196637,Midwest,IOWA,IA,HEPATITIS A,5,September
196638,Midwest,IOWA,IA,HEPATITIS A,32,September
196639,Midwest,IOWA,IA,HEPATITIS A,3,September
196640,Midwest,IOWA,IA,HEPATITIS A,9,October
196641,Midwest,IOWA,IA,HEPATITIS A,9,October
196642,Midwest,IOWA,IA,HEPATITIS A,13,October
196643,Midwest,IOWA,IA,HEPATITIS A,3,October
196644,Midwest,IOWA,IA,HEPATITIS A,8,October
196645,Midwest,IOWA,IA,HEPATITIS A,7,November
196646,Midwest,IOWA,IA,HEPATITIS A,14,November
196647,Midwest,IOWA,IA,HEPATITIS A,10,November
196648,Midwest,IOWA,IA,HEPATITIS A,12,November
196649,Midwest,IOWA,IA,HEPATITIS A,1,December
196650,Midwest,IOWA,IA,HEPATITIS A,3,December
196651,Midwest,IOWA,IA,HEPATITIS A,10,December
196652,Midwest,IOWA,IA,HEPATITIS A,8,December
196601,Midwest,IOWA,IA,MEASLES,24,January
196602,Midwest,IOWA,IA,MEASLES,44,January
196603,Midwest,IOWA,IA,MEASLES,9,January
196604,Midwest,IOWA,IA,MEASLES,89,January
196605,Midwest,IOWA,IA,MEASLES,108,January
196606,Midwest,IOWA,IA,MEASLES,165,February
196607,Midwest,IOWA,IA,MEASLES,105,February
196608,Midwest,IOWA,IA,MEASLES,149,February
196609,Midwest,IOWA,IA,MEASLES,247,February
196610,Midwest,IOWA,IA,MEASLES,220,March
196611,Midwest,IOWA,IA,MEASLES,369,March
196612,Midwest,IOWA,IA,MEASLES,267,March
196613,Midwest,IOWA,IA,MEASLES,259,March
196614,Midwest,IOWA,IA,MEASLES,385,April
196615,Midwest,IOWA,IA,MEASLES,342,April
196616,Midwest,IOWA,IA,MEASLES,223,April
196617,Midwest,IOWA,IA,MEASLES,341,April
196618,Midwest,IOWA,IA,MEASLES,264,May
196619,Midwest,IOWA,IA,MEASLES,305,May
196620,Midwest,IOWA,IA,MEASLES,205,May
196621,Midwest,IOWA,IA,MEASLES,290,May
196622,Midwest,IOWA,IA,MEASLES,276,May
196623,Midwest,IOWA,IA,MEASLES,228,June
196624,Midwest,IOWA,IA,MEASLES,86,June
196625,Midwest,IOWA,IA,MEASLES,115,June
196626,Midwest,IOWA,IA,MEASLES,50,June
196627,Midwest,IOWA,IA,MEASLES,42,July
196628,Midwest,IOWA,IA,MEASLES,22,July
196629,Midwest,IOWA,IA,MEASLES,21,July
196630,Midwest,IOWA,IA,MEASLES,22,July
196631,Midwest,IOWA,IA,MEASLES,26,July
196632,Midwest,IOWA,IA,MEASLES,4,August
196633,Midwest,IOWA,IA,MEASLES,1,August
196634,Midwest,IOWA,IA,MEASLES,0,August
196635,Midwest,IOWA,IA,MEASLES,0,August
196636,Midwest,IOWA,IA,MEASLES,2,September
196637,Midwest,IOWA,IA,MEASLES,0,September
196638,Midwest,IOWA,IA,MEASLES,3,September
196639,Midwest,IOWA,IA,MEASLES,1,September
196640,Midwest,IOWA,IA,MEASLES,7,October
196641,Midwest,IOWA,IA,MEASLES,11,October
196642,Midwest,IOWA,IA,MEASLES,0,October
196643,Midwest,IOWA,IA,MEASLES,20,October
196644,Midwest,IOWA,IA,MEASLES,7,October
196645,Midwest,IOWA,IA,MEASLES,4,November
196646,Midwest,IOWA,IA,MEASLES,3,November
196647,Midwest,IOWA,IA,MEASLES,2,November
196648,Midwest,IOWA,IA,MEASLES,45,November
196650,Midwest,IOWA,IA,MEASLES,18,December
196651,Midwest,IOWA,IA,MEASLES,12,December
196652,Midwest,IOWA,IA,MEASLES,15,December
196601,Midwest,IOWA,IA,RUBELLA,6,January
196602,Midwest,IOWA,IA,RUBELLA,34,January
196603,Midwest,IOWA,IA,RUBELLA,17,January
196604,Midwest,IOWA,IA,RUBELLA,32,January
196605,Midwest,IOWA,IA,RUBELLA,51,January
196606,Midwest,IOWA,IA,RUBELLA,56,February
196607,Midwest,IOWA,IA,RUBELLA,43,February
196608,Midwest,IOWA,IA,RUBELLA,52,February
196609,Midwest,IOWA,IA,RUBELLA,52,February
196610,Midwest,IOWA,IA,RUBELLA,39,March
196611,Midwest,IOWA,IA,RUBELLA,105,March
196612,Midwest,IOWA,IA,RUBELLA,68,March
196613,Midwest,IOWA,IA,RUBELLA,44,March
196614,Midwest,IOWA,IA,RUBELLA,121,April
196615,Midwest,IOWA,IA,RUBELLA,73,April
196616,Midwest,IOWA,IA,RUBELLA,113,April
196617,Midwest,IOWA,IA,RUBELLA,111,April
196618,Midwest,IOWA,IA,RUBELLA,234,May
196619,Midwest,IOWA,IA,RUBELLA,133,May
196620,Midwest,IOWA,IA,RUBELLA,116,May
196621,Midwest,IOWA,IA,RUBELLA,66,May
196622,Midwest,IOWA,IA,RUBELLA,32,May
196623,Midwest,IOWA,IA,RUBELLA,87,June
196624,Midwest,IOWA,IA,RUBELLA,102,June
196625,Midwest,IOWA,IA,RUBELLA,10,June
196626,Midwest,IOWA,IA,RUBELLA,1,June
196627,Midwest,IOWA,IA,RUBELLA,5,July
196628,Midwest,IOWA,IA,RUBELLA,1,July
196632,Midwest,IOWA,IA,RUBELLA,2,August
196633,Midwest,IOWA,IA,RUBELLA,2,August
196634,Midwest,IOWA,IA,RUBELLA,2,August
196635,Midwest,IOWA,IA,RUBELLA,1,August
196636,Midwest,IOWA,IA,RUBELLA,4,September
196637,Midwest,IOWA,IA,RUBELLA,2,September
196638,Midwest,IOWA,IA,RUBELLA,7,September
196639,Midwest,IOWA,IA,RUBELLA,3,September
196640,Midwest,IOWA,IA,RUBELLA,4,October
196641,Midwest,IOWA,IA,RUBELLA,4,October
196642,Midwest,IOWA,IA,RUBELLA,8,October
196643,Midwest,IOWA,IA,RUBELLA,7,October
196644,Midwest,IOWA,IA,RUBELLA,17,October
196645,Midwest,IOWA,IA,RUBELLA,4,November
196647,Midwest,IOWA,IA,RUBELLA,9,November
196648,Midwest,IOWA,IA,RUBELLA,9,November
196650,Midwest,IOWA,IA,RUBELLA,15,December
196651,Midwest,IOWA,IA,RUBELLA,13,December
196652,Midwest,IOWA,IA,RUBELLA,19,December
196601,Southeast,KENTUCKY,KY,HEPATITIS A,26,January
196602,Southeast,KENTUCKY,KY,HEPATITIS A,23,January
196603,Southeast,KENTUCKY,KY,HEPATITIS A,17,January
196604,Southeast,KENTUCKY,KY,HEPATITIS A,18,January
196605,Southeast,KENTUCKY,KY,HEPATITIS A,44,January
196606,Southeast,KENTUCKY,KY,HEPATITIS A,26,February
196607,Southeast,KENTUCKY,KY,HEPATITIS A,20,February
196608,Southeast,KENTUCKY,KY,HEPATITIS A,81,February
196609,Southeast,KENTUCKY,KY,HEPATITIS A,47,February
196610,Southeast,KENTUCKY,KY,HEPATITIS A,32,March
196611,Southeast,KENTUCKY,KY,HEPATITIS A,32,March
196612,Southeast,KENTUCKY,KY,HEPATITIS A,36,March
196613,Southeast,KENTUCKY,KY,HEPATITIS A,22,March
196614,Southeast,KENTUCKY,KY,HEPATITIS A,17,April
196615,Southeast,KENTUCKY,KY,HEPATITIS A,18,April
196616,Southeast,KENTUCKY,KY,HEPATITIS A,35,April
196617,Southeast,KENTUCKY,KY,HEPATITIS A,8,April
196618,Southeast,KENTUCKY,KY,HEPATITIS A,11,May
196619,Southeast,KENTUCKY,KY,HEPATITIS A,19,May
196620,Southeast,KENTUCKY,KY,HEPATITIS A,9,May
196621,Southeast,KENTUCKY,KY,HEPATITIS A,27,May
196622,Southeast,KENTUCKY,KY,HEPATITIS A,12,May
196623,Southeast,KENTUCKY,KY,HEPATITIS A,18,June
196624,Southeast,KENTUCKY,KY,HEPATITIS A,18,June
196625,Southeast,KENTUCKY,KY,HEPATITIS A,11,June
196626,Southeast,KENTUCKY,KY,HEPATITIS A,6,June
196627,Southeast,KENTUCKY,KY,HEPATITIS A,13,July
196628,Southeast,KENTUCKY,KY,HEPATITIS A,17,July
196629,Southeast,KENTUCKY,KY,HEPATITIS A,7,July
196630,Southeast,KENTUCKY,KY,HEPATITIS A,8,July
196631,Southeast,KENTUCKY,KY,HEPATITIS A,5,July
196632,Southeast,KENTUCKY,KY,HEPATITIS A,7,August
196633,Southeast,KENTUCKY,KY,HEPATITIS A,9,August
196634,Southeast,KENTUCKY,KY,HEPATITIS A,13,August
196635,Southeast,KENTUCKY,KY,HEPATITIS A,9,August
196636,Southeast,KENTUCKY,KY,HEPATITIS A,6,September
196637,Southeast,KENTUCKY,KY,HEPATITIS A,10,September
196638,Southeast,KENTUCKY,KY,HEPATITIS A,19,September
196639,Southeast,KENTUCKY,KY,HEPATITIS A,11,September
196640,Southeast,KENTUCKY,KY,HEPATITIS A,14,October
196641,Southeast,KENTUCKY,KY,HEPATITIS A,13,October
196642,Southeast,KENTUCKY,KY,HEPATITIS A,8,October
196643,Southeast,KENTUCKY,KY,HEPATITIS A,19,October
196644,Southeast,KENTUCKY,KY,HEPATITIS A,18,October
196645,Southeast,KENTUCKY,KY,HEPATITIS A,14,November
196646,Southeast,KENTUCKY,KY,HEPATITIS A,16,November
196647,Southeast,KENTUCKY,KY,HEPATITIS A,10,November
196648,Southeast,KENTUCKY,KY,HEPATITIS A,24,November
196649,Southeast,KENTUCKY,KY,HEPATITIS A,13,December
196650,Southeast,KENTUCKY,KY,HEPATITIS A,22,December
196651,Southeast,KENTUCKY,KY,HEPATITIS A,4,December
196652,Southeast,KENTUCKY,KY,HEPATITIS A,6,December
196601,Southeast,KENTUCKY,KY,MEASLES,68,January
196602,Southeast,KENTUCKY,KY,MEASLES,214,January
196603,Southeast,KENTUCKY,KY,MEASLES,211,January
196604,Southeast,KENTUCKY,KY,MEASLES,337,January
196605,Southeast,KENTUCKY,KY,MEASLES,506,January
196606,Southeast,KENTUCKY,KY,MEASLES,436,February
196607,Southeast,KENTUCKY,KY,MEASLES,95,February
196608,Southeast,KENTUCKY,KY,MEASLES,409,February
196609,Southeast,KENTUCKY,KY,MEASLES,307,February
196610,Southeast,KENTUCKY,KY,MEASLES,141,March
196611,Southeast,KENTUCKY,KY,MEASLES,151,March
196612,Southeast,KENTUCKY,KY,MEASLES,315,March
196613,Southeast,KENTUCKY,KY,MEASLES,201,March
196614,Southeast,KENTUCKY,KY,MEASLES,167,April
196615,Southeast,KENTUCKY,KY,MEASLES,132,April
196616,Southeast,KENTUCKY,KY,MEASLES,212,April
196617,Southeast,KENTUCKY,KY,MEASLES,77,April
196618,Southeast,KENTUCKY,KY,MEASLES,106,May
196619,Southeast,KENTUCKY,KY,MEASLES,91,May
196620,Southeast,KENTUCKY,KY,MEASLES,60,May
196621,Southeast,KENTUCKY,KY,MEASLES,88,May
196622,Southeast,KENTUCKY,KY,MEASLES,29,May
196623,Southeast,KENTUCKY,KY,MEASLES,105,June
196624,Southeast,KENTUCKY,KY,MEASLES,51,June
196625,Southeast,KENTUCKY,KY,MEASLES,15,June
196626,Southeast,KENTUCKY,KY,MEASLES,24,June
196627,Southeast,KENTUCKY,KY,MEASLES,5,July
196628,Southeast,KENTUCKY,KY,MEASLES,100,July
196629,Southeast,KENTUCKY,KY,MEASLES,6,July
196630,Southeast,KENTUCKY,KY,MEASLES,2,July
196631,Southeast,KENTUCKY,KY,MEASLES,4,July
196632,Southeast,KENTUCKY,KY,MEASLES,28,August
196633,Southeast,KENTUCKY,KY,MEASLES,0,August
196634,Southeast,KENTUCKY,KY,MEASLES,1,August
196635,Southeast,KENTUCKY,KY,MEASLES,5,August
196636,Southeast,KENTUCKY,KY,MEASLES,2,September
196637,Southeast,KENTUCKY,KY,MEASLES,7,September
196638,Southeast,KENTUCKY,KY,MEASLES,3,September
196639,Southeast,KENTUCKY,KY,MEASLES,20,September
196640,Southeast,KENTUCKY,KY,MEASLES,1,October
196641,Southeast,KENTUCKY,KY,MEASLES,4,October
196642,Southeast,KENTUCKY,KY,MEASLES,0,October
196643,Southeast,KENTUCKY,KY,MEASLES,9,October
196644,Southeast,KENTUCKY,KY,MEASLES,9,October
196645,Southeast,KENTUCKY,KY,MEASLES,0,November
196646,Southeast,KENTUCKY,KY,MEASLES,19,November
196647,Southeast,KENTUCKY,KY,MEASLES,4,November
196648,Southeast,KENTUCKY,KY,MEASLES,32,November
196650,Southeast,KENTUCKY,KY,MEASLES,18,December
196651,Southeast,KENTUCKY,KY,MEASLES,17,December
196652,Southeast,KENTUCKY,KY,MEASLES,8,December
196601,Southeast,KENTUCKY,KY,RUBELLA,14,January
196602,Southeast,KENTUCKY,KY,RUBELLA,17,January
196603,Southeast,KENTUCKY,KY,RUBELLA,42,January
196604,Southeast,KENTUCKY,KY,RUBELLA,33,January
196605,Southeast,KENTUCKY,KY,RUBELLA,15,January
196606,Southeast,KENTUCKY,KY,RUBELLA,142,February
196607,Southeast,KENTUCKY,KY,RUBELLA,132,February
196608,Southeast,KENTUCKY,KY,RUBELLA,95,February
196609,Southeast,KENTUCKY,KY,RUBELLA,17,February
196610,Southeast,KENTUCKY,KY,RUBELLA,71,March
196611,Southeast,KENTUCKY,KY,RUBELLA,185,March
196612,Southeast,KENTUCKY,KY,RUBELLA,48,March
196613,Southeast,KENTUCKY,KY,RUBELLA,55,March
196614,Southeast,KENTUCKY,KY,RUBELLA,24,April
196615,Southeast,KENTUCKY,KY,RUBELLA,21,April
196616,Southeast,KENTUCKY,KY,RUBELLA,230,April
196617,Southeast,KENTUCKY,KY,RUBELLA,48,April
196618,Southeast,KENTUCKY,KY,RUBELLA,52,May
196620,Southeast,KENTUCKY,KY,RUBELLA,19,May
196621,Southeast,KENTUCKY,KY,RUBELLA,195,May
196622,Southeast,KENTUCKY,KY,RUBELLA,52,May
196623,Southeast,KENTUCKY,KY,RUBELLA,110,June
196624,Southeast,KENTUCKY,KY,RUBELLA,16,June
196625,Southeast,KENTUCKY,KY,RUBELLA,81,June
196626,Southeast,KENTUCKY,KY,RUBELLA,11,June
196627,Southeast,KENTUCKY,KY,RUBELLA,11,July
196628,Southeast,KENTUCKY,KY,RUBELLA,8,July
196629,Southeast,KENTUCKY,KY,RUBELLA,5,July
196630,Southeast,KENTUCKY,KY,RUBELLA,11,July
196631,Southeast,KENTUCKY,KY,RUBELLA,23,July
196632,Southeast,KENTUCKY,KY,RUBELLA,4,August
196633,Southeast,KENTUCKY,KY,RUBELLA,4,August
196634,Southeast,KENTUCKY,KY,RUBELLA,4,August
196635,Southeast,KENTUCKY,KY,RUBELLA,3,August
196636,Southeast,KENTUCKY,KY,RUBELLA,3,September
196637,Southeast,KENTUCKY,KY,RUBELLA,2,September
196638,Southeast,KENTUCKY,KY,RUBELLA,4,September
196639,Southeast,KENTUCKY,KY,RUBELLA,1,September
196640,Southeast,KENTUCKY,KY,RUBELLA,2,October
196641,Southeast,KENTUCKY,KY,RUBELLA,3,October
196642,Southeast,KENTUCKY,KY,RUBELLA,2,October
196643,Southeast,KENTUCKY,KY,RUBELLA,1,October
196645,Southeast,KENTUCKY,KY,RUBELLA,11,November
196646,Southeast,KENTUCKY,KY,RUBELLA,12,November
196647,Southeast,KENTUCKY,KY,RUBELLA,19,November
196648,Southeast,KENTUCKY,KY,RUBELLA,5,November
196650,Southeast,KENTUCKY,KY,RUBELLA,4,December
196652,Southeast,KENTUCKY,KY,RUBELLA,3,December
196601,Southwest,LOUISIANA,LA,HEPATITIS A,1,January
196602,Southwest,LOUISIANA,LA,HEPATITIS A,8,January
196603,Southwest,LOUISIANA,LA,HEPATITIS A,10,January
196604,Southwest,LOUISIANA,LA,HEPATITIS A,5,January
196605,Southwest,LOUISIANA,LA,HEPATITIS A,9,January
196606,Southwest,LOUISIANA,LA,HEPATITIS A,6,February
196607,Southwest,LOUISIANA,LA,HEPATITIS A,9,February
196608,Southwest,LOUISIANA,LA,HEPATITIS A,6,February
196609,Southwest,LOUISIANA,LA,HEPATITIS A,11,February
196610,Southwest,LOUISIANA,LA,HEPATITIS A,7,March
196611,Southwest,LOUISIANA,LA,HEPATITIS A,6,March
196612,Southwest,LOUISIANA,LA,HEPATITIS A,11,March
196613,Southwest,LOUISIANA,LA,HEPATITIS A,11,March
196614,Southwest,LOUISIANA,LA,HEPATITIS A,3,April
196615,Southwest,LOUISIANA,LA,HEPATITIS A,8,April
196616,Southwest,LOUISIANA,LA,HEPATITIS A,10,April
196617,Southwest,LOUISIANA,LA,HEPATITIS A,14,April
196618,Southwest,LOUISIANA,LA,HEPATITIS A,15,May
196619,Southwest,LOUISIANA,LA,HEPATITIS A,14,May
196620,Southwest,LOUISIANA,LA,HEPATITIS A,6,May
196621,Southwest,LOUISIANA,LA,HEPATITIS A,10,May
196622,Southwest,LOUISIANA,LA,HEPATITIS A,8,May
196623,Southwest,LOUISIANA,LA,HEPATITIS A,8,June
196624,Southwest,LOUISIANA,LA,HEPATITIS A,11,June
196625,Southwest,LOUISIANA,LA,HEPATITIS A,3,June
196626,Southwest,LOUISIANA,LA,HEPATITIS A,7,June
196627,Southwest,LOUISIANA,LA,HEPATITIS A,7,July
196628,Southwest,LOUISIANA,LA,HEPATITIS A,18,July
196629,Southwest,LOUISIANA,LA,HEPATITIS A,13,July
196630,Southwest,LOUISIANA,LA,HEPATITIS A,6,July
196631,Southwest,LOUISIANA,LA,HEPATITIS A,8,July
196632,Southwest,LOUISIANA,LA,HEPATITIS A,6,August
196633,Southwest,LOUISIANA,LA,HEPATITIS A,18,August
196634,Southwest,LOUISIANA,LA,HEPATITIS A,11,August
196635,Southwest,LOUISIANA,LA,HEPATITIS A,7,August
196636,Southwest,LOUISIANA,LA,HEPATITIS A,5,September
196637,Southwest,LOUISIANA,LA,HEPATITIS A,3,September
196638,Southwest,LOUISIANA,LA,HEPATITIS A,7,September
196639,Southwest,LOUISIANA,LA,HEPATITIS A,4,September
196640,Southwest,LOUISIANA,LA,HEPATITIS A,5,October
196641,Southwest,LOUISIANA,LA,HEPATITIS A,4,October
196642,Southwest,LOUISIANA,LA,HEPATITIS A,6,October
196643,Southwest,LOUISIANA,LA,HEPATITIS A,12,October
196644,Southwest,LOUISIANA,LA,HEPATITIS A,3,October
196645,Southwest,LOUISIANA,LA,HEPATITIS A,4,November
196646,Southwest,LOUISIANA,LA,HEPATITIS A,12,November
196647,Southwest,LOUISIANA,LA,HEPATITIS A,4,November
196648,Southwest,LOUISIANA,LA,HEPATITIS A,3,November
196649,Southwest,LOUISIANA,LA,HEPATITIS A,14,December
196650,Southwest,LOUISIANA,LA,HEPATITIS A,9,December
196651,Southwest,LOUISIANA,LA,HEPATITIS A,7,December
196652,Southwest,LOUISIANA,LA,HEPATITIS A,10,December
196601,Southwest,LOUISIANA,LA,MEASLES,1,January
196602,Southwest,LOUISIANA,LA,MEASLES,9,January
196603,Southwest,LOUISIANA,LA,MEASLES,2,January
196604,Southwest,LOUISIANA,LA,MEASLES,4,January
196605,Southwest,LOUISIANA,LA,MEASLES,2,January
196606,Southwest,LOUISIANA,LA,MEASLES,7,February
196607,Southwest,LOUISIANA,LA,MEASLES,4,February
196608,Southwest,LOUISIANA,LA,MEASLES,9,February
196609,Southwest,LOUISIANA,LA,MEASLES,2,February
196610,Southwest,LOUISIANA,LA,MEASLES,7,March
196611,Southwest,LOUISIANA,LA,MEASLES,5,March
196612,Southwest,LOUISIANA,LA,MEASLES,1,March
196613,Southwest,LOUISIANA,LA,MEASLES,6,March
196614,Southwest,LOUISIANA,LA,MEASLES,0,April
196615,Southwest,LOUISIANA,LA,MEASLES,5,April
196616,Southwest,LOUISIANA,LA,MEASLES,4,April
196617,Southwest,LOUISIANA,LA,MEASLES,4,April
196618,Southwest,LOUISIANA,LA,MEASLES,2,May
196619,Southwest,LOUISIANA,LA,MEASLES,1,May
196620,Southwest,LOUISIANA,LA,MEASLES,1,May
196621,Southwest,LOUISIANA,LA,MEASLES,2,May
196622,Southwest,LOUISIANA,LA,MEASLES,0,May
196623,Southwest,LOUISIANA,LA,MEASLES,3,June
196624,Southwest,LOUISIANA,LA,MEASLES,4,June
196625,Southwest,LOUISIANA,LA,MEASLES,2,June
196626,Southwest,LOUISIANA,LA,MEASLES,1,June
196627,Southwest,LOUISIANA,LA,MEASLES,3,July
196628,Southwest,LOUISIANA,LA,MEASLES,0,July
196629,Southwest,LOUISIANA,LA,MEASLES,2,July
196630,Southwest,LOUISIANA,LA,MEASLES,0,July
196631,Southwest,LOUISIANA,LA,MEASLES,5,July
196632,Southwest,LOUISIANA,LA,MEASLES,0,August
196633,Southwest,LOUISIANA,LA,MEASLES,0,August
196634,Southwest,LOUISIANA,LA,MEASLES,1,August
196635,Southwest,LOUISIANA,LA,MEASLES,0,August
196636,Southwest,LOUISIANA,LA,MEASLES,0,September
196637,Southwest,LOUISIANA,LA,MEASLES,0,September
196638,Southwest,LOUISIANA,LA,MEASLES,0,September
196639,Southwest,LOUISIANA,LA,MEASLES,0,September
196640,Southwest,LOUISIANA,LA,MEASLES,0,October
196641,Southwest,LOUISIANA,LA,MEASLES,0,October
196642,Southwest,LOUISIANA,LA,MEASLES,0,October
196643,Southwest,LOUISIANA,LA,MEASLES,0,October
196644,Southwest,LOUISIANA,LA,MEASLES,0,October
196645,Southwest,LOUISIANA,LA,MEASLES,0,November
196646,Southwest,LOUISIANA,LA,MEASLES,0,November
196647,Southwest,LOUISIANA,LA,MEASLES,0,November
196648,Southwest,LOUISIANA,LA,MEASLES,0,November
196650,Southwest,LOUISIANA,LA,MEASLES,3,December
196651,Southwest,LOUISIANA,LA,MEASLES,0,December
196652,Southwest,LOUISIANA,LA,MEASLES,5,December
196601,Southwest,LOUISIANA,LA,RUBELLA,0,January
196601,Northeast,MAINE,ME,HEPATITIS A,6,January
196602,Northeast,MAINE,ME,HEPATITIS A,17,January
196603,Northeast,MAINE,ME,HEPATITIS A,14,January
196604,Northeast,MAINE,ME,HEPATITIS A,7,January
