Week,Region,State,Abbreviation,Disease,Total
196645,Southwest,TEXAS,TX,RUBELLA,2
196647,Southwest,TEXAS,TX,RUBELLA,1
196651,Southwest,TEXAS,TX,RUBELLA,1
196652,Southwest,TEXAS,TX,RUBELLA,1
196601,West,UTAH,UT,HEPATITIS A,1
196602,West,UTAH,UT,HEPATITIS A,4
196603,West,UTAH,UT,HEPATITIS A,6
196604,West,UTAH,UT,HEPATITIS A,19
196605,West,UTAH,UT,HEPATITIS A,1
196606,West,UTAH,UT,HEPATITIS A,4
196607,West,UTAH,UT,HEPATITIS A,7
196608,West,UTAH,UT,HEPATITIS A,5
196609,West,UTAH,UT,HEPATITIS A,2
196610,West,UTAH,UT,HEPATITIS A,2
196611,West,UTAH,UT,HEPATITIS A,1
196612,West,UTAH,UT,HEPATITIS A,3
196613,West,UTAH,UT,HEPATITIS A,5
196614,West,UTAH,UT,HEPATITIS A,7
196615,West,UTAH,UT,HEPATITIS A,1
196616,West,UTAH,UT,HEPATITIS A,2
196617,West,UTAH,UT,HEPATITIS A,3
196618,West,UTAH,UT,HEPATITIS A,1
196619,West,UTAH,UT,HEPATITIS A,2
196622,West,UTAH,UT,HEPATITIS A,3
196623,West,UTAH,UT,HEPATITIS A,1
196624,West,UTAH,UT,HEPATITIS A,6
196625,West,UTAH,UT,HEPATITIS A,5
196626,West,UTAH,UT,HEPATITIS A,1
196627,West,UTAH,UT,HEPATITIS A,1
196628,West,UTAH,UT,HEPATITIS A,1
196629,West,UTAH,UT,HEPATITIS A,1
196631,West,UTAH,UT,HEPATITIS A,7
196632,West,UTAH,UT,HEPATITIS A,1
196633,West,UTAH,UT,HEPATITIS A,3
196635,West,UTAH,UT,HEPATITIS A,6
196636,West,UTAH,UT,HEPATITIS A,2
196637,West,UTAH,UT,HEPATITIS A,6
196638,West,UTAH,UT,HEPATITIS A,2
196639,West,UTAH,UT,HEPATITIS A,2
196640,West,UTAH,UT,HEPATITIS A,1
196641,West,UTAH,UT,HEPATITIS A,3
196643,West,UTAH,UT,HEPATITIS A,4
196644,West,UTAH,UT,HEPATITIS A,2
196645,West,UTAH,UT,HEPATITIS A,1
196646,West,UTAH,UT,HEPATITIS A,3
196647,West,UTAH,UT,HEPATITIS A,3
196648,West,UTAH,UT,HEPATITIS A,3
196649,West,UTAH,UT,HEPATITIS A,10
196650,West,UTAH,UT,HEPATITIS A,9
196651,West,UTAH,UT,HEPATITIS A,5
196652,West,UTAH,UT,HEPATITIS A,2
196601,West,UTAH,UT,MEASLES,4
196602,West,UTAH,UT,MEASLES,3
196603,West,UTAH,UT,MEASLES,1
196604,West,UTAH,UT,MEASLES,18
196605,West,UTAH,UT,MEASLES,10
196606,West,UTAH,UT,MEASLES,17
196607,West,UTAH,UT,MEASLES,14
196608,West,UTAH,UT,MEASLES,21
196609,West,UTAH,UT,MEASLES,4
196610,West,UTAH,UT,MEASLES,7
196611,West,UTAH,UT,MEASLES,15
196612,West,UTAH,UT,MEASLES,6
196613,West,UTAH,UT,MEASLES,36
196614,West,UTAH,UT,MEASLES,5
196615,West,UTAH,UT,MEASLES,18
196616,West,UTAH,UT,MEASLES,14
196617,West,UTAH,UT,MEASLES,23
196618,West,UTAH,UT,MEASLES,66
196619,West,UTAH,UT,MEASLES,23
196620,West,UTAH,UT,MEASLES,12
196621,West,UTAH,UT,MEASLES,34
196622,West,UTAH,UT,MEASLES,7
196623,West,UTAH,UT,MEASLES,27
196624,West,UTAH,UT,MEASLES,12
196625,West,UTAH,UT,MEASLES,67
196626,West,UTAH,UT,MEASLES,53
196627,West,UTAH,UT,MEASLES,17
196628,West,UTAH,UT,MEASLES,12
196629,West,UTAH,UT,MEASLES,15
196630,West,UTAH,UT,MEASLES,25
196631,West,UTAH,UT,MEASLES,4
196632,West,UTAH,UT,MEASLES,11
196633,West,UTAH,UT,MEASLES,19
196634,West,UTAH,UT,MEASLES,2
196635,West,UTAH,UT,MEASLES,6
196636,West,UTAH,UT,MEASLES,0
196637,West,UTAH,UT,MEASLES,7
196638,West,UTAH,UT,MEASLES,5
196639,West,UTAH,UT,MEASLES,1
196640,West,UTAH,UT,MEASLES,0
196641,West,UTAH,UT,MEASLES,0
196642,West,UTAH,UT,MEASLES,4
196643,West,UTAH,UT,MEASLES,0
196644,West,UTAH,UT,MEASLES,0
196645,West,UTAH,UT,MEASLES,3
196646,West,UTAH,UT,MEASLES,0
196647,West,UTAH,UT,MEASLES,9
196648,West,UTAH,UT,MEASLES,5
196650,West,UTAH,UT,MEASLES,1
196651,West,UTAH,UT,MEASLES,21
196652,West,UTAH,UT,MEASLES,4
196602,West,UTAH,UT,RUBELLA,2
196603,West,UTAH,UT,RUBELLA,2
196604,West,UTAH,UT,RUBELLA,6
196606,West,UTAH,UT,RUBELLA,2
196607,West,UTAH,UT,RUBELLA,4
196608,West,UTAH,UT,RUBELLA,2
196609,West,UTAH,UT,RUBELLA,5
196610,West,UTAH,UT,RUBELLA,6
196611,West,UTAH,UT,RUBELLA,1
196612,West,UTAH,UT,RUBELLA,3
196613,West,UTAH,UT,RUBELLA,4
196614,West,UTAH,UT,RUBELLA,1
196616,West,UTAH,UT,RUBELLA,4
196617,West,UTAH,UT,RUBELLA,1
196618,West,UTAH,UT,RUBELLA,2
196619,West,UTAH,UT,RUBELLA,7
196620,West,UTAH,UT,RUBELLA,4
196621,West,UTAH,UT,RUBELLA,3
196622,West,UTAH,UT,RUBELLA,2
196623,West,UTAH,UT,RUBELLA,1
196624,West,UTAH,UT,RUBELLA,1
196625,West,UTAH,UT,RUBELLA,2
196628,West,UTAH,UT,RUBELLA,4
196636,West,UTAH,UT,RUBELLA,1
196641,West,UTAH,UT,RUBELLA,1
196642,West,UTAH,UT,RUBELLA,1
196643,West,UTAH,UT,RUBELLA,2
196647,West,UTAH,UT,RUBELLA,5
196648,West,UTAH,UT,RUBELLA,1
196651,West,UTAH,UT,RUBELLA,1
196605,Northeast,VERMONT,VT,HEPATITIS A,1
196607,Northeast,VERMONT,VT,HEPATITIS A,2
196609,Northeast,VERMONT,VT,HEPATITIS A,2
196610,Northeast,VERMONT,VT,HEPATITIS A,3
196612,Northeast,VERMONT,VT,HEPATITIS A,1
196614,Northeast,VERMONT,VT,HEPATITIS A,1
196619,Northeast,VERMONT,VT,HEPATITIS A,1
196622,Northeast,VERMONT,VT,HEPATITIS A,1
196623,Northeast,VERMONT,VT,HEPATITIS A,2
196630,Northeast,VERMONT,VT,HEPATITIS A,1
196632,Northeast,VERMONT,VT,HEPATITIS A,1
196634,Northeast,VERMONT,VT,HEPATITIS A,1
196639,Northeast,VERMONT,VT,HEPATITIS A,1
196645,Northeast,VERMONT,VT,HEPATITIS A,1
196646,Northeast,VERMONT,VT,HEPATITIS A,2
196648,Northeast,VERMONT,VT,HEPATITIS A,1
196651,Northeast,VERMONT,VT,HEPATITIS A,1
196601,Northeast,VERMONT,VT,MEASLES,17
196602,Northeast,VERMONT,VT,MEASLES,30
196603,Northeast,VERMONT,VT,MEASLES,33
196604,Northeast,VERMONT,VT,MEASLES,29
196605,Northeast,VERMONT,VT,MEASLES,8
196606,Northeast,VERMONT,VT,MEASLES,19
196607,Northeast,VERMONT,VT,MEASLES,1
196608,Northeast,VERMONT,VT,MEASLES,7
196609,Northeast,VERMONT,VT,MEASLES,9
196610,Northeast,VERMONT,VT,MEASLES,8
196611,Northeast,VERMONT,VT,MEASLES,0
196612,Northeast,VERMONT,VT,MEASLES,2
196613,Northeast,VERMONT,VT,MEASLES,3
196614,Northeast,VERMONT,VT,MEASLES,32
196615,Northeast,VERMONT,VT,MEASLES,4
196616,Northeast,VERMONT,VT,MEASLES,2
196617,Northeast,VERMONT,VT,MEASLES,0
196618,Northeast,VERMONT,VT,MEASLES,0
196619,Northeast,VERMONT,VT,MEASLES,5
196620,Northeast,VERMONT,VT,MEASLES,0
196621,Northeast,VERMONT,VT,MEASLES,3
196622,Northeast,VERMONT,VT,MEASLES,4
196623,Northeast,VERMONT,VT,MEASLES,1
196624,Northeast,VERMONT,VT,MEASLES,0
196625,Northeast,VERMONT,VT,MEASLES,1
196626,Northeast,VERMONT,VT,MEASLES,0
196627,Northeast,VERMONT,VT,MEASLES,1
196628,Northeast,VERMONT,VT,MEASLES,0
196629,Northeast,VERMONT,VT,MEASLES,2
196630,Northeast,VERMONT,VT,MEASLES,0
196631,Northeast,VERMONT,VT,MEASLES,0
196632,Northeast,VERMONT,VT,MEASLES,4
196633,Northeast,VERMONT,VT,MEASLES,0
196634,Northeast,VERMONT,VT,MEASLES,0
196635,Northeast,VERMONT,VT,MEASLES,6
196636,Northeast,VERMONT,VT,MEASLES,1
196637,Northeast,VERMONT,VT,MEASLES,1
196638,Northeast,VERMONT,VT,MEASLES,5
196639,Northeast,VERMONT,VT,MEASLES,0
196640,Northeast,VERMONT,VT,MEASLES,1
196641,Northeast,VERMONT,VT,MEASLES,27
196642,Northeast,VERMONT,VT,MEASLES,12
196643,Northeast,VERMONT,VT,MEASLES,14
196644,Northeast,VERMONT,VT,MEASLES,6
196645,Northeast,VERMONT,VT,MEASLES,4
196646,Northeast,VERMONT,VT,MEASLES,14
196647,Northeast,VERMONT,VT,MEASLES,1
196648,Northeast,VERMONT,VT,MEASLES,6
196650,Northeast,VERMONT,VT,MEASLES,1
196651,Northeast,VERMONT,VT,MEASLES,0
196652,Northeast,VERMONT,VT,MEASLES,3
196601,Northeast,VERMONT,VT,RUBELLA,2
196603,Northeast,VERMONT,VT,RUBELLA,27
196604,Northeast,VERMONT,VT,RUBELLA,31
196605,Northeast,VERMONT,VT,RUBELLA,1
196606,Northeast,VERMONT,VT,RUBELLA,7
196607,Northeast,VERMONT,VT,RUBELLA,5
196608,Northeast,VERMONT,VT,RUBELLA,2
196609,Northeast,VERMONT,VT,RUBELLA,5
196610,Northeast,VERMONT,VT,RUBELLA,3
196612,Northeast,VERMONT,VT,RUBELLA,4
196613,Northeast,VERMONT,VT,RUBELLA,5
196614,Northeast,VERMONT,VT,RUBELLA,3
196615,Northeast,VERMONT,VT,RUBELLA,3
196616,Northeast,VERMONT,VT,RUBELLA,5
196618,Northeast,VERMONT,VT,RUBELLA,1
196619,Northeast,VERMONT,VT,RUBELLA,1
196620,Northeast,VERMONT,VT,RUBELLA,6
196621,Northeast,VERMONT,VT,RUBELLA,3
196622,Northeast,VERMONT,VT,RUBELLA,11
196623,Northeast,VERMONT,VT,RUBELLA,17
196625,Northeast,VERMONT,VT,RUBELLA,2
196626,Northeast,VERMONT,VT,RUBELLA,5
196628,Northeast,VERMONT,VT,RUBELLA,1
196630,Northeast,VERMONT,VT,RUBELLA,1
196631,Northeast,VERMONT,VT,RUBELLA,4
196641,Northeast,VERMONT,VT,RUBELLA,2
196645,Northeast,VERMONT,VT,RUBELLA,1
196651,Northeast,VERMONT,VT,RUBELLA,1
196601,Southeast,VIRGINIA,VA,HEPATITIS A,11
196602,Southeast,VIRGINIA,VA,HEPATITIS A,12
196603,Southeast,VIRGINIA,VA,HEPATITIS A,14
196604,Southeast,VIRGINIA,VA,HEPATITIS A,10
196605,Southeast,VIRGINIA,VA,HEPATITIS A,29
196606,Southeast,VIRGINIA,VA,HEPATITIS A,9
196607,Southeast,VIRGINIA,VA,HEPATITIS A,15
196608,Southeast,VIRGINIA,VA,HEPATITIS A,16
196609,Southeast,VIRGINIA,VA,HEPATITIS A,22
196610,Southeast,VIRGINIA,VA,HEPATITIS A,23
196611,Southeast,VIRGINIA,VA,HEPATITIS A,25
196612,Southeast,VIRGINIA,VA,HEPATITIS A,6
196613,Southeast,VIRGINIA,VA,HEPATITIS A,13
196614,Southeast,VIRGINIA,VA,HEPATITIS A,7
196615,Southeast,VIRGINIA,VA,HEPATITIS A,16
196616,Southeast,VIRGINIA,VA,HEPATITIS A,8
196617,Southeast,VIRGINIA,VA,HEPATITIS A,14
196618,Southeast,VIRGINIA,VA,HEPATITIS A,7
196619,Southeast,VIRGINIA,VA,HEPATITIS A,5
196620,Southeast,VIRGINIA,VA,HEPATITIS A,9
196621,Southeast,VIRGINIA,VA,HEPATITIS A,8
196622,Southeast,VIRGINIA,VA,HEPATITIS A,7
196623,Southeast,VIRGINIA,VA,HEPATITIS A,19
196624,Southeast,VIRGINIA,VA,HEPATITIS A,12
196625,Southeast,VIRGINIA,VA,HEPATITIS A,4
196626,Southeast,VIRGINIA,VA,HEPATITIS A,15
196627,Southeast,VIRGINIA,VA,HEPATITIS A,3
196628,Southeast,VIRGINIA,VA,HEPATITIS A,8
196630,Southeast,VIRGINIA,VA,HEPATITIS A,6
196631,Southeast,VIRGINIA,VA,HEPATITIS A,12
196632,Southeast,VIRGINIA,VA,HEPATITIS A,9
196633,Southeast,VIRGINIA,VA,HEPATITIS A,7
196634,Southeast,VIRGINIA,VA,HEPATITIS A,5
196635,Southeast,VIRGINIA,VA,HEPATITIS A,6
196636,Southeast,VIRGINIA,VA,HEPATITIS A,18
196637,Southeast,VIRGINIA,VA,HEPATITIS A,14
196638,Southeast,VIRGINIA,VA,HEPATITIS A,4
196639,Southeast,VIRGINIA,VA,HEPATITIS A,17
196640,Southeast,VIRGINIA,VA,HEPATITIS A,9
196641,Southeast,VIRGINIA,VA,HEPATITIS A,6
196642,Southeast,VIRGINIA,VA,HEPATITIS A,9
196643,Southeast,VIRGINIA,VA,HEPATITIS A,5
196644,Southeast,VIRGINIA,VA,HEPATITIS A,13
196645,Southeast,VIRGINIA,VA,HEPATITIS A,8
196646,Southeast,VIRGINIA,VA,HEPATITIS A,20
196647,Southeast,VIRGINIA,VA,HEPATITIS A,9
196648,Southeast,VIRGINIA,VA,HEPATITIS A,7
196649,Southeast,VIRGINIA,VA,HEPATITIS A,14
196650,Southeast,VIRGINIA,VA,HEPATITIS A,15
196651,Southeast,VIRGINIA,VA,HEPATITIS A,16
196652,Southeast,VIRGINIA,VA,HEPATITIS A,4
196601,Southeast,VIRGINIA,VA,MEASLES,10
196602,Southeast,VIRGINIA,VA,MEASLES,10
196603,Southeast,VIRGINIA,VA,MEASLES,92
196604,Southeast,VIRGINIA,VA,MEASLES,9
196605,Southeast,VIRGINIA,VA,MEASLES,65
196606,Southeast,VIRGINIA,VA,MEASLES,34
196607,Southeast,VIRGINIA,VA,MEASLES,55
196608,Southeast,VIRGINIA,VA,MEASLES,47
196609,Southeast,VIRGINIA,VA,MEASLES,33
196610,Southeast,VIRGINIA,VA,MEASLES,26
196611,Southeast,VIRGINIA,VA,MEASLES,114
196612,Southeast,VIRGINIA,VA,MEASLES,54
196613,Southeast,VIRGINIA,VA,MEASLES,148
196614,Southeast,VIRGINIA,VA,MEASLES,54
196615,Southeast,VIRGINIA,VA,MEASLES,95
196616,Southeast,VIRGINIA,VA,MEASLES,110
196617,Southeast,VIRGINIA,VA,MEASLES,66
196618,Southeast,VIRGINIA,VA,MEASLES,58
196619,Southeast,VIRGINIA,VA,MEASLES,102
196620,Southeast,VIRGINIA,VA,MEASLES,147
196621,Southeast,VIRGINIA,VA,MEASLES,85
196622,Southeast,VIRGINIA,VA,MEASLES,52
196623,Southeast,VIRGINIA,VA,MEASLES,109
196624,Southeast,VIRGINIA,VA,MEASLES,157
196625,Southeast,VIRGINIA,VA,MEASLES,47
196626,Southeast,VIRGINIA,VA,MEASLES,87
196627,Southeast,VIRGINIA,VA,MEASLES,41
196628,Southeast,VIRGINIA,VA,MEASLES,32
196629,Southeast,VIRGINIA,VA,MEASLES,62
196630,Southeast,VIRGINIA,VA,MEASLES,68
196631,Southeast,VIRGINIA,VA,MEASLES,21
196632,Southeast,VIRGINIA,VA,MEASLES,0
196633,Southeast,VIRGINIA,VA,MEASLES,10
196634,Southeast,VIRGINIA,VA,MEASLES,18
196635,Southeast,VIRGINIA,VA,MEASLES,20
196636,Southeast,VIRGINIA,VA,MEASLES,25
196637,Southeast,VIRGINIA,VA,MEASLES,8
196638,Southeast,VIRGINIA,VA,MEASLES,3
196639,Southeast,VIRGINIA,VA,MEASLES,2
196640,Southeast,VIRGINIA,VA,MEASLES,4
196641,Southeast,VIRGINIA,VA,MEASLES,8
196642,Southeast,VIRGINIA,VA,MEASLES,9
196643,Southeast,VIRGINIA,VA,MEASLES,0
196644,Southeast,VIRGINIA,VA,MEASLES,3
196645,Southeast,VIRGINIA,VA,MEASLES,5
196646,Southeast,VIRGINIA,VA,MEASLES,3
196647,Southeast,VIRGINIA,VA,MEASLES,22
196648,Southeast,VIRGINIA,VA,MEASLES,9
196650,Southeast,VIRGINIA,VA,MEASLES,6
196651,Southeast,VIRGINIA,VA,MEASLES,8
196652,Southeast,VIRGINIA,VA,MEASLES,3
196601,Southeast,VIRGINIA,VA,RUBELLA,3
196602,Southeast,VIRGINIA,VA,RUBELLA,5
196603,Southeast,VIRGINIA,VA,RUBELLA,10
196604,Southeast,VIRGINIA,VA,RUBELLA,5
196605,Southeast,VIRGINIA,VA,RUBELLA,14
196606,Southeast,VIRGINIA,VA,RUBELLA,3
196607,Southeast,VIRGINIA,VA,RUBELLA,12
196608,Southeast,VIRGINIA,VA,RUBELLA,33
196609,Southeast,VIRGINIA,VA,RUBELLA,13
196610,Southeast,VIRGINIA,VA,RUBELLA,62
196611,Southeast,VIRGINIA,VA,RUBELLA,55
196612,Southeast,VIRGINIA,VA,RUBELLA,98
196613,Southeast,VIRGINIA,VA,RUBELLA,35
196614,Southeast,VIRGINIA,VA,RUBELLA,15
196615,Southeast,VIRGINIA,VA,RUBELLA,21
196616,Southeast,VIRGINIA,VA,RUBELLA,23
196617,Southeast,VIRGINIA,VA,RUBELLA,55
196618,Southeast,VIRGINIA,VA,RUBELLA,43
196619,Southeast,VIRGINIA,VA,RUBELLA,92
196620,Southeast,VIRGINIA,VA,RUBELLA,39
196621,Southeast,VIRGINIA,VA,RUBELLA,58
196622,Southeast,VIRGINIA,VA,RUBELLA,54
196623,Southeast,VIRGINIA,VA,RUBELLA,16
196624,Southeast,VIRGINIA,VA,RUBELLA,23
196625,Southeast,VIRGINIA,VA,RUBELLA,15
196626,Southeast,VIRGINIA,VA,RUBELLA,23
196627,Southeast,VIRGINIA,VA,RUBELLA,19
196628,Southeast,VIRGINIA,VA,RUBELLA,30
196629,Southeast,VIRGINIA,VA,RUBELLA,19
196630,Southeast,VIRGINIA,VA,RUBELLA,5
196631,Southeast,VIRGINIA,VA,RUBELLA,3
196632,Southeast,VIRGINIA,VA,RUBELLA,2
196633,Southeast,VIRGINIA,VA,RUBELLA,2
196635,Southeast,VIRGINIA,VA,RUBELLA,4
196636,Southeast,VIRGINIA,VA,RUBELLA,5
196637,Southeast,VIRGINIA,VA,RUBELLA,5
196638,Southeast,VIRGINIA,VA,RUBELLA,3
196639,Southeast,VIRGINIA,VA,RUBELLA,4
196642,Southeast,VIRGINIA,VA,RUBELLA,5
196644,Southeast,VIRGINIA,VA,RUBELLA,5
196647,Southeast,VIRGINIA,VA,RUBELLA,4
196648,Southeast,VIRGINIA,VA,RUBELLA,3
196650,Southeast,VIRGINIA,VA,RUBELLA,2
196651,Southeast,VIRGINIA,VA,RUBELLA,6
196652,Southeast,VIRGINIA,VA,RUBELLA,12
196601,West,WASHINGTON,WA,HEPATITIS A,5
196602,West,WASHINGTON,WA,HEPATITIS A,9
196603,West,WASHINGTON,WA,HEPATITIS A,9
196604,West,WASHINGTON,WA,HEPATITIS A,6
196605,West,WASHINGTON,WA,HEPATITIS A,13
196606,West,WASHINGTON,WA,HEPATITIS A,18
196607,West,WASHINGTON,WA,HEPATITIS A,10
196608,West,WASHINGTON,WA,HEPATITIS A,11
196609,West,WASHINGTON,WA,HEPATITIS A,5
196610,West,WASHINGTON,WA,HEPATITIS A,10
196611,West,WASHINGTON,WA,HEPATITIS A,20
196612,West,WASHINGTON,WA,HEPATITIS A,5
196613,West,WASHINGTON,WA,HEPATITIS A,5
196614,West,WASHINGTON,WA,HEPATITIS A,5
196615,West,WASHINGTON,WA,HEPATITIS A,13
196616,West,WASHINGTON,WA,HEPATITIS A,13
196617,West,WASHINGTON,WA,HEPATITIS A,7
196618,West,WASHINGTON,WA,HEPATITIS A,5
196619,West,WASHINGTON,WA,HEPATITIS A,10
196620,West,WASHINGTON,WA,HEPATITIS A,10
196621,West,WASHINGTON,WA,HEPATITIS A,7
196622,West,WASHINGTON,WA,HEPATITIS A,13
196623,West,WASHINGTON,WA,HEPATITIS A,14
196624,West,WASHINGTON,WA,HEPATITIS A,11
196625,West,WASHINGTON,WA,HEPATITIS A,5
196626,West,WASHINGTON,WA,HEPATITIS A,7
196627,West,WASHINGTON,WA,HEPATITIS A,12
196628,West,WASHINGTON,WA,HEPATITIS A,17
196629,West,WASHINGTON,WA,HEPATITIS A,18
196630,West,WASHINGTON,WA,HEPATITIS A,15
196631,West,WASHINGTON,WA,HEPATITIS A,26
196632,West,WASHINGTON,WA,HEPATITIS A,9
196633,West,WASHINGTON,WA,HEPATITIS A,17
196634,West,WASHINGTON,WA,HEPATITIS A,15
196635,West,WASHINGTON,WA,HEPATITIS A,11
196636,West,WASHINGTON,WA,HEPATITIS A,9
196637,West,WASHINGTON,WA,HEPATITIS A,11
196638,West,WASHINGTON,WA,HEPATITIS A,9
196639,West,WASHINGTON,WA,HEPATITIS A,7
196640,West,WASHINGTON,WA,HEPATITIS A,5
196641,West,WASHINGTON,WA,HEPATITIS A,4
196642,West,WASHINGTON,WA,HEPATITIS A,22
196643,West,WASHINGTON,WA,HEPATITIS A,24
196646,West,WASHINGTON,WA,HEPATITIS A,15
196647,West,WASHINGTON,WA,HEPATITIS A,8
196648,West,WASHINGTON,WA,HEPATITIS A,22
196649,West,WASHINGTON,WA,HEPATITIS A,17
196650,West,WASHINGTON,WA,HEPATITIS A,11
196651,West,WASHINGTON,WA,HEPATITIS A,11
196652,West,WASHINGTON,WA,HEPATITIS A,18
196601,West,WASHINGTON,WA,MEASLES,76
196602,West,WASHINGTON,WA,MEASLES,56
196603,West,WASHINGTON,WA,MEASLES,96
196604,West,WASHINGTON,WA,MEASLES,118
196605,West,WASHINGTON,WA,MEASLES,188
196606,West,WASHINGTON,WA,MEASLES,102
196607,West,WASHINGTON,WA,MEASLES,198
196608,West,WASHINGTON,WA,MEASLES,115
196609,West,WASHINGTON,WA,MEASLES,125
196610,West,WASHINGTON,WA,MEASLES,124
196611,West,WASHINGTON,WA,MEASLES,175
196612,West,WASHINGTON,WA,MEASLES,122
196613,West,WASHINGTON,WA,MEASLES,132
196614,West,WASHINGTON,WA,MEASLES,83
196615,West,WASHINGTON,WA,MEASLES,81
196616,West,WASHINGTON,WA,MEASLES,61
196617,West,WASHINGTON,WA,MEASLES,108
196618,West,WASHINGTON,WA,MEASLES,202
196619,West,WASHINGTON,WA,MEASLES,236
196620,West,WASHINGTON,WA,MEASLES,189
196621,West,WASHINGTON,WA,MEASLES,230
196622,West,WASHINGTON,WA,MEASLES,226
196623,West,WASHINGTON,WA,MEASLES,182
196624,West,WASHINGTON,WA,MEASLES,53
196625,West,WASHINGTON,WA,MEASLES,46
196626,West,WASHINGTON,WA,MEASLES,65
196627,West,WASHINGTON,WA,MEASLES,16
196628,West,WASHINGTON,WA,MEASLES,7
196629,West,WASHINGTON,WA,MEASLES,5
196630,West,WASHINGTON,WA,MEASLES,36
196631,West,WASHINGTON,WA,MEASLES,5
196632,West,WASHINGTON,WA,MEASLES,4
196633,West,WASHINGTON,WA,MEASLES,16
196634,West,WASHINGTON,WA,MEASLES,9
196635,West,WASHINGTON,WA,MEASLES,38
196636,West,WASHINGTON,WA,MEASLES,2
196637,West,WASHINGTON,WA,MEASLES,10
196638,West,WASHINGTON,WA,MEASLES,28
196639,West,WASHINGTON,WA,MEASLES,68
196640,West,WASHINGTON,WA,MEASLES,78
196641,West,WASHINGTON,WA,MEASLES,105
196642,West,WASHINGTON,WA,MEASLES,105
196643,West,WASHINGTON,WA,MEASLES,163
196644,West,WASHINGTON,WA,MEASLES,0
196645,West,WASHINGTON,WA,MEASLES,165
196646,West,WASHINGTON,WA,MEASLES,190
196647,West,WASHINGTON,WA,MEASLES,97
196648,West,WASHINGTON,WA,MEASLES,198
196650,West,WASHINGTON,WA,MEASLES,197
196651,West,WASHINGTON,WA,MEASLES,108
196652,West,WASHINGTON,WA,MEASLES,57
196601,West,WASHINGTON,WA,RUBELLA,70
196602,West,WASHINGTON,WA,RUBELLA,88
196603,West,WASHINGTON,WA,RUBELLA,79
196604,West,WASHINGTON,WA,RUBELLA,89
196605,West,WASHINGTON,WA,RUBELLA,150
196606,West,WASHINGTON,WA,RUBELLA,108
196607,West,WASHINGTON,WA,RUBELLA,153
196608,West,WASHINGTON,WA,RUBELLA,93
196609,West,WASHINGTON,WA,RUBELLA,186
196610,West,WASHINGTON,WA,RUBELLA,112
196611,West,WASHINGTON,WA,RUBELLA,109
196612,West,WASHINGTON,WA,RUBELLA,105
196613,West,WASHINGTON,WA,RUBELLA,84
196614,West,WASHINGTON,WA,RUBELLA,77
196615,West,WASHINGTON,WA,RUBELLA,140
196616,West,WASHINGTON,WA,RUBELLA,85
196617,West,WASHINGTON,WA,RUBELLA,126
196618,West,WASHINGTON,WA,RUBELLA,83
196619,West,WASHINGTON,WA,RUBELLA,81
196620,West,WASHINGTON,WA,RUBELLA,56
196621,West,WASHINGTON,WA,RUBELLA,112
196622,West,WASHINGTON,WA,RUBELLA,146
196623,West,WASHINGTON,WA,RUBELLA,93
196624,West,WASHINGTON,WA,RUBELLA,32
196625,West,WASHINGTON,WA,RUBELLA,19
196626,West,WASHINGTON,WA,RUBELLA,10
196627,West,WASHINGTON,WA,RUBELLA,8
196628,West,WASHINGTON,WA,RUBELLA,6
196629,West,WASHINGTON,WA,RUBELLA,8
196630,West,WASHINGTON,WA,RUBELLA,11
196631,West,WASHINGTON,WA,RUBELLA,15
196632,West,WASHINGTON,WA,RUBELLA,6
196633,West,WASHINGTON,WA,RUBELLA,24
196634,West,WASHINGTON,WA,RUBELLA,5
196635,West,WASHINGTON,WA,RUBELLA,20
196636,West,WASHINGTON,WA,RUBELLA,4
196637,West,WASHINGTON,WA,RUBELLA,5
196638,West,WASHINGTON,WA,RUBELLA,23
196639,West,WASHINGTON,WA,RUBELLA,70
196640,West,WASHINGTON,WA,RUBELLA,23
196641,West,WASHINGTON,WA,RUBELLA,35
196642,West,WASHINGTON,WA,RUBELLA,46
196643,West,WASHINGTON,WA,RUBELLA,49
196646,West,WASHINGTON,WA,RUBELLA,41
196647,West,WASHINGTON,WA,RUBELLA,35
196648,West,WASHINGTON,WA,RUBELLA,90
196650,West,WASHINGTON,WA,RUBELLA,64
196651,West,WASHINGTON,WA,RUBELLA,40
196652,West,WASHINGTON,WA,RUBELLA,15
196601,Southeast,WEST VIRGINIA,WV,HEPATITIS A,1
196602,Southeast,WEST VIRGINIA,WV,HEPATITIS A,4
196603,Southeast,WEST VIRGINIA,WV,HEPATITIS A,3
196604,Southeast,WEST VIRGINIA,WV,HEPATITIS A,9
196605,Southeast,WEST VIRGINIA,WV,HEPATITIS A,4
196606,Southeast,WEST VIRGINIA,WV,HEPATITIS A,6
196607,Southeast,WEST VIRGINIA,WV,HEPATITIS A,15
196608,Southeast,WEST VIRGINIA,WV,HEPATITIS A,6
196609,Southeast,WEST VIRGINIA,WV,HEPATITIS A,6
196610,Southeast,WEST VIRGINIA,WV,HEPATITIS A,11
196611,Southeast,WEST VIRGINIA,WV,HEPATITIS A,2
196612,Southeast,WEST VIRGINIA,WV,HEPATITIS A,7
196613,Southeast,WEST VIRGINIA,WV,HEPATITIS A,3
196614,Southeast,WEST VIRGINIA,WV,HEPATITIS A,2
196615,Southeast,WEST VIRGINIA,WV,HEPATITIS A,2
196616,Southeast,WEST VIRGINIA,WV,HEPATITIS A,8
196617,Southeast,WEST VIRGINIA,WV,HEPATITIS A,1
